epoch,learning_rate,loss,mae,psnr_metric,ssim_metric,val_loss,val_mae,val_psnr_metric,val_ssim_metric
24,0.0004900000058114529,0.0004906473332084715,0.014581358060240746,33.70783996582031,0.9581710696220398,0.0007614303031004965,0.016787447035312653,31.94708251953125,0.9430084228515625
25,0.0004900000058114529,0.00047035099123604596,0.014270415529608727,33.86821365356445,0.9592221975326538,0.0007346264901570976,0.01625487580895424,32.13144302368164,0.9438521265983582
26,0.0004900000058114529,0.0004498255730140954,0.013940006494522095,34.03835678100586,0.9602290987968445,0.0007127061253413558,0.01606832630932331,32.26616668701172,0.9454812407493591
27,0.0004900000058114529,0.0004357686557341367,0.013742703013122082,34.1645622253418,0.960996687412262,0.000714592169970274,0.015751486644148827,32.319297790527344,0.9458855390548706
28,0.0004900000058114529,0.0004185345896985382,0.013433418236672878,34.326683044433594,0.961876630783081,0.0006940357270650566,0.015415881760418415,32.47233200073242,0.9467514157295227
29,0.0004900000058114529,0.0004156785144004971,0.013443266972899437,34.3425178527832,0.9621533155441284,0.0007035756716504693,0.015509573742747307,32.39690017700195,0.9470412135124207
30,0.0004900000058114529,0.0004026514361612499,0.013213247060775757,34.469642639160156,0.9629077911376953,0.0006938325241208076,0.015125314705073833,32.5453987121582,0.9473614692687988
31,0.0004900000058114529,0.00038814698928035796,0.012957127764821053,34.616573333740234,0.9637531638145447,0.0006996161537244916,0.015101059339940548,32.50973892211914,0.9462741017341614
32,0.0003429999924264848,0.000407164276111871,0.01338072121143341,34.454429626464844,0.9636272192001343,0.0006250415463000536,0.01399117149412632,33.063228607177734,0.9495885372161865
33,0.0003429999924264848,0.0003883540048263967,0.013051172718405724,34.665348052978516,0.9646282196044922,0.0006196741596795619,0.013735545799136162,33.15220642089844,0.9502315521240234
34,0.0003429999924264848,0.00036493269726634026,0.012633398175239563,34.89044952392578,0.9655695557594299,0.0006254641921259463,0.013800681568682194,33.12037658691406,0.9502761960029602
35,0.0003429999924264848,0.0003486017812974751,0.01233617588877678,35.061038970947266,0.966265082359314,0.0006058716680854559,0.013475470244884491,33.274436950683594,0.9513435959815979
36,0.0003429999924264848,0.00033715469180606306,0.01212149765342474,35.19490051269531,0.9668821096420288,0.0006092122057452798,0.013482487760484219,33.267032623291016,0.951606035232544
37,0.0003429999924264848,0.0003318695235066116,0.012042154558002949,35.26258087158203,0.9673882126808167,0.0006174301379360259,0.013460761867463589,33.21175765991211,0.9513125419616699
38,0.0003429999924264848,0.0003192741423845291,0.011788526549935341,35.41648864746094,0.9679471850395203,0.0005887522711418569,0.013151845894753933,33.4155387878418,0.952543318271637
39,0.00024009999469853938,0.0003255782648921013,0.011979857459664345,35.31706237792969,0.9678700566291809,0.0006159502663649619,0.013213085010647774,33.24745559692383,0.9507981538772583
40,0.00024009999469853938,0.0003121857880614698,0.011642393656075,35.50636672973633,0.9683856964111328,0.0005610228981822729,0.012680587358772755,33.604454040527344,0.9540961980819702
41,0.00024009999469853938,0.00030339506338350475,0.011484067887067795,35.61878967285156,0.9688878655433655,0.0005705838557332754,0.012818189337849617,33.49717712402344,0.953826904296875
42,0.00024009999469853938,0.0002925920416601002,0.011237439699470997,35.779693603515625,0.9693842530250549,0.0005601324955932796,0.012530329637229443,33.59957504272461,0.9544369578361511
43,0.00024009999469853938,0.00028460638714022934,0.011060587130486965,35.90135192871094,0.9698638916015625,0.0005636637797579169,0.012709458358585835,33.537899017333984,0.9545963406562805
44,0.00024009999469853938,0.0002778536290861666,0.010918227024376392,36.00570297241211,0.970260500907898,0.0005599973374046385,0.012517825700342655,33.59886932373047,0.9541844725608826
45,0.00016806999337859452,0.0002853996411431581,0.011094787158071995,35.910362243652344,0.9701548218727112,0.0005483324057422578,0.012150369584560394,33.760494232177734,0.9542491436004639
46,0.00016806999337859452,0.0002725931699387729,0.01078546792268753,36.10933303833008,0.9707147479057312,0.0005284919170662761,0.011530650779604912,33.99915313720703,0.9553919434547424
47,0.00016806999337859452,0.0002631842507980764,0.010581626556813717,36.25606155395508,0.9711530804634094,0.0005236883880570531,0.011389806866645813,34.06029510498047,0.9560866355895996
48,0.00016806999337859452,0.00025775909307412803,0.010479028336703777,36.34490203857422,0.9715078473091125,0.000518190732691437,0.011262820102274418,34.120758056640625,0.9571025371551514
49,0.00016806999337859452,0.00025375367840752006,0.010414284653961658,36.4116325378418,0.9718026518821716,0.0005155853577889502,0.011156839318573475,34.1590690612793,0.9574818015098572
50,0.00016806999337859452,0.0002492180501576513,0.01032894104719162,36.484073638916016,0.9721062183380127,0.0005158777348697186,0.01109874527901411,34.16856384277344,0.9574000835418701
51,0.00016806999337859452,0.00024390191538259387,0.010211439803242683,36.56717300415039,0.9723644852638245,0.0005176755948923528,0.011092313565313816,34.157989501953125,0.957246720790863
52,0.00016806999337859452,0.0002393370377831161,0.010120727121829987,36.64531707763672,0.9726306200027466,0.0005237877485342324,0.011096533387899399,34.115150451660156,0.9568275809288025
53,0.00016806999337859452,0.00023503082047682256,0.010020897723734379,36.7132568359375,0.9728877544403076,0.0005186951602809131,0.011070720851421356,34.158111572265625,0.957608163356781
54,0.00011764899682020769,0.00024197858874686062,0.010218089446425438,36.588077545166016,0.9727757573127747,0.00053452851716429,0.011103465221822262,34.04004669189453,0.9569199681282043
55,0.00011764899682020769,0.00023668003268539906,0.010083284229040146,36.67781066894531,0.9729467630386353,0.0005340336356312037,0.011218404397368431,34.03200912475586,0.957663357257843
56,0.00011764899682020769,0.00023210061772260815,0.009968743659555912,36.75578689575195,0.9731574654579163,0.0005350229912437499,0.011179959401488304,34.02170944213867,0.9575887322425842
57,0.00011764899682020769,0.00022819310834165663,0.009870150126516819,36.82571792602539,0.973380446434021,0.0005397906643338501,0.011179599910974503,33.9841194152832,0.9571957588195801
58,0.00011764899682020769,0.00022524219821207225,0.009809426963329315,36.87751770019531,0.9735575318336487,0.0005462642293423414,0.011181197129189968,33.932247161865234,0.95672607421875
59,0.00011764899682020769,0.0002212516264989972,0.009708336554467678,36.9559211730957,0.9738144874572754,0.0005406684358604252,0.011090463027358055,33.9892692565918,0.9569124579429626
60,8.235429413616657e-05,0.00022560353681910783,0.009806642308831215,36.878421783447266,0.9737584590911865,0.0005262568010948598,0.011163086630403996,34.12080764770508,0.9583362936973572
61,8.235429413616657e-05,0.00022079261543694884,0.00971271749585867,36.97163391113281,0.9739762544631958,0.00051925826119259,0.011061863042414188,34.19061279296875,0.9588270783424377
