epoch,learning_rate,loss,mae,psnr_metric,ssim_metric,val_loss,val_mae,val_psnr_metric,val_ssim_metric
0,0.0010000000474974513,0.005474474281072617,0.04949742928147316,24.707765579223633,0.7904618382453918,0.028669871389865875,0.1430591195821762,15.627664566040039,0.5739274621009827
1,0.0010000000474974513,0.0019859850872308016,0.032539647072553635,27.582271575927734,0.8804302215576172,0.00925176590681076,0.05221613496541977,21.83889389038086,0.8072130680084229
2,0.0010000000474974513,0.0016920670168474317,0.029729947447776794,28.340599060058594,0.8991791009902954,0.0026955404318869114,0.03330795466899872,26.217191696166992,0.8754372000694275
3,0.0010000000474974513,0.0016424383502453566,0.02941315993666649,28.482181549072266,0.9037779569625854,0.003377422923222184,0.03865668177604675,25.30414390563965,0.7904118895530701
4,0.0010000000474974513,0.0015267598209902644,0.028202826157212257,28.8475284576416,0.9117368459701538,0.0019303071312606335,0.030554650351405144,27.41667938232422,0.8960070610046387
5,0.0010000000474974513,0.0014483743580058217,0.027235310524702072,29.089359283447266,0.9148606657981873,0.0021110805682837963,0.03129018098115921,27.087366104125977,0.8970948457717896
6,0.0010000000474974513,0.0013460014015436172,0.02621687389910221,29.393892288208008,0.9204717874526978,0.0022362624295055866,0.03236740455031395,26.82419776916504,0.896613359451294
7,0.0010000000474974513,0.0012865181779488921,0.025620929896831512,29.615087509155273,0.9239943623542786,0.0019956622272729874,0.030432039871811867,27.3079776763916,0.9051300883293152
8,0.0010000000474974513,0.0012034185929223895,0.024599645286798477,29.899105072021484,0.9270948171615601,0.0018433872610330582,0.02899423986673355,27.69171905517578,0.9116278886795044
9,0.0010000000474974513,0.00109319225884974,0.023097286000847816,30.315589904785156,0.9306312203407288,0.002082672668620944,0.030316846445202827,27.250749588012695,0.9069812297821045
10,0.0010000000474974513,0.0010579852387309074,0.02265545353293419,30.4641170501709,0.931269109249115,0.002024740679189563,0.030929861590266228,27.31757164001465,0.9068344235420227
11,0.0007000000332482159,0.0009558832389302552,0.021339595317840576,30.905622482299805,0.9354873895645142,0.0012188630644232035,0.022891754284501076,29.635759353637695,0.923226535320282
12,0.0007000000332482159,0.0008941711857914925,0.020522337406873703,31.18117904663086,0.9387503266334534,0.0012380327098071575,0.023550253361463547,29.522815704345703,0.9218704104423523
13,0.0007000000332482159,0.00084068370051682,0.019781671464443207,31.44756507873535,0.9411048293113708,0.0011492948979139328,0.022499563172459602,29.883329391479492,0.9240509271621704
14,0.0007000000332482159,0.0007895439630374312,0.019053129479289055,31.70876693725586,0.9432440996170044,0.0011219835141673684,0.021991737186908722,30.038846969604492,0.9261564016342163
15,0.0007000000332482159,0.0007499969215132296,0.018496762961149216,31.923431396484375,0.9452301263809204,0.0010246086167171597,0.020779063925147057,30.46475601196289,0.9310697317123413
16,0.0007000000332482159,0.000702087243553251,0.01775078848004341,32.19668960571289,0.9471645355224609,0.0010435713920742273,0.020963609218597412,30.41901397705078,0.9307315945625305
17,0.0007000000332482159,0.0006621746579185128,0.017143258824944496,32.442134857177734,0.9491533637046814,0.0010090438881888986,0.020658869296312332,30.57366943359375,0.9341062307357788
18,0.0007000000332482159,0.0006319337408058345,0.016718139871954918,32.63213348388672,0.9507182836532593,0.0009398469119332731,0.019744671881198883,30.91267204284668,0.9368290305137634
19,0.0007000000332482159,0.0006113768904469907,0.01648472622036934,32.76339340209961,0.952052891254425,0.0009311208268627524,0.01953851617872715,30.98739242553711,0.938173234462738
20,0.0007000000332482159,0.000586202775593847,0.016122108325362206,32.94041061401367,0.9534295797348022,0.0009541017934679985,0.019447021186351776,30.925010681152344,0.9375833868980408
21,0.0007000000332482159,0.000563071749638766,0.015755370259284973,33.116424560546875,0.9546717405319214,0.0009568898822180927,0.019424183294177055,30.90603256225586,0.9383321404457092
22,0.0004900000058114529,0.0005372257437556982,0.015299664810299873,33.33152770996094,0.955525815486908,0.000841624743770808,0.01809968613088131,31.47999382019043,0.9397159814834595
23,0.0004900000058114529,0.0005160734290257096,0.0149930939078331,33.51039123535156,0.9568518996238708,0.0007841690094210207,0.017176173627376556,31.800384521484375,0.9414161443710327
