epoch,learning_rate,loss,loss_distill,loss_gt,mae,psnr_metric,ssim_metric,val_loss,val_loss_distill,val_loss_gt
40,0.00024009999469853938,0.00040042371256276965,0.00028012547409161925,0.00045198010047897696,0.016513925045728683,31.8846378326416,0.9412361979484558,0.00041137708467431366,0.00025227857986465096,0.000479562149848789
41,0.00024009999469853938,0.00039320203359238803,0.0002749866689555347,0.00044386577792465687,0.01643158122897148,31.92979621887207,0.9416401982307434,0.0004093957832083106,0.0002500917762517929,0.000477668916573748
42,0.00024009999469853938,0.0003859209828078747,0.00026940731913782656,0.0004358554142527282,0.016323771327733994,31.958839416503906,0.9417399764060974,0.00040486507350578904,0.000247279298491776,0.00047240182175301015
43,0.00024009999469853938,0.0003788959002122283,0.00026403539231978357,0.0004281218571122736,0.01632419414818287,31.963937759399414,0.9419436454772949,0.00040530096157453954,0.0002481028204783797,0.0004726715851575136
44,0.00024009999469853938,0.0003740886750165373,0.00026060588425025344,0.0004227241443004459,0.01634102687239647,31.940601348876953,0.9417548179626465,0.00040472985710948706,0.0002476434747222811,0.00047205257578752935
45,0.00024009999469853938,0.00036742823431268334,0.00025625061243772507,0.0004150758031755686,0.016421737149357796,31.914562225341797,0.9417533874511719,0.0004068930575158447,0.0002508142788428813,0.0004737839917652309
46,0.00016806999337859452,0.0003944328345824033,0.00027822639094665647,0.0004442356002982706,0.01615237072110176,31.921693801879883,0.9401402473449707,0.00040640492807142437,0.0002516754320822656,0.0004727175401058048
47,0.00016806999337859452,0.00038860528729856014,0.000273282581474632,0.0004380293539725244,0.015984078869223595,31.96355628967285,0.9402546882629395,0.0004017690662294626,0.000248310505412519,0.00046753697097301483
48,0.00016806999337859452,0.0003819522971753031,0.0002678747405298054,0.00043084268691018224,0.01590707153081894,32.005706787109375,0.9406845569610596,0.0003989415126852691,0.00024614398716948926,0.0004644261789508164
49,0.00016806999337859452,0.0003738364321179688,0.00026124250143766403,0.0004220909613650292,0.015845738351345062,32.0208854675293,0.9408406019210815,0.0003976738662458956,0.00024496152764186263,0.00046312197810038924
50,0.00016806999337859452,0.0003680999216157943,0.000256761210039258,0.00041581649566069245,0.01576811634004116,32.04118347167969,0.9408619999885559,0.0003949174424633384,0.0002421608369331807,0.0004603845882229507
