epoch,learning_rate,loss,loss_distill,loss_gt,mae,psnr_metric,ssim_metric,val_loss,val_loss_distill,val_loss_gt
21,0.0004900000058114529,0.0003841478028334677,0.0002715936570893973,0.00043238530633971095,0.018667137250304222,31.034751892089844,0.9370348453521729,0.00043714832281693816,0.0002867867879103869,0.0005015889764763415
22,0.0004900000058114529,0.0003839789133053273,0.0002740227500908077,0.00043110299156978726,0.017918061465024948,31.337114334106445,0.9396418929100037,0.000419209070969373,0.0002714438596740365,0.00048253702698275447
23,0.0004900000058114529,0.0003816497337538749,0.00027333933394402266,0.00042806845158338547,0.01772690936923027,31.407495498657227,0.9395332336425781,0.0004109044384676963,0.00026470524608157575,0.00047356123104691505
24,0.0004900000058114529,0.0003786645829677582,0.00027150160167366266,0.00042459159158170223,0.017533715814352036,31.491300582885742,0.9401770830154419,0.00040167561382986605,0.00025781855219975114,0.00046332861529663205
25,0.0004900000058114529,0.00036623101914301515,0.0002589790092315525,0.00041219621198251843,0.017407523468136787,31.518461227416992,0.9401684999465942,0.000396600691601634,0.0002540824352763593,0.000457679940154776
26,0.0004900000058114529,0.0003591201384551823,0.00025291097699664533,0.00040463832556270063,0.017533542588353157,31.414690017700195,0.9386692047119141,0.0003945747739635408,0.0002555825631134212,0.00045414286432787776
27,0.0004900000058114529,0.00034728553146123886,0.00024047421175055206,0.00039306184044107795,0.01715891994535923,31.5852108001709,0.9398042559623718,0.0003856428083963692,0.0002498977701179683,0.000443819270003587
28,0.0003429999924264848,0.0003505509812384844,0.00023175057140178978,0.0004014654259663075,0.017806313931941986,31.389490127563477,0.9389200210571289,0.0004275755782146007,0.00029993962380103767,0.00048227672232314944
29,0.0003429999924264848,0.0003376049571670592,0.00022165376867633313,0.00038729829248040915,0.017246387898921967,31.525890350341797,0.9390004277229309,0.00040269416058436036,0.00026837526820600033,0.00046025938354432583
30,0.0003429999924264848,0.000326260895235464,0.00021357757213991135,0.00037455372512340546,0.01700753904879093,31.65580940246582,0.9403790831565857,0.00040199709474109113,0.00027114301337860525,0.0004580774111673236
31,0.0003429999924264848,0.0003153503639623523,0.0002042959677055478,0.00036294510937295854,0.01681051217019558,31.723907470703125,0.9409154057502747,0.00039817029028199613,0.000262915447819978,0.00045613665133714676
32,0.0003429999924264848,0.00030751945450901985,0.000198552937945351,0.00035421940265223384,0.017082149162888527,31.583715438842773,0.9398772716522217,0.0004102885432075709,0.00027189459069631994,0.0004696002579294145
33,0.0003429999924264848,0.0003006957995239645,0.00019378666183911264,0.0003465140180196613,0.017015662044286728,31.5721435546875,0.9397562146186829,0.00041106005664914846,0.000270150660071522,0.0004714497772511095
34,0.00024009999469853938,0.00030745097319595516,0.00020034235785715282,0.0003533546987455338,0.015864215791225433,31.98961067199707,0.9422939419746399,0.00036979425931349397,0.00022778136190026999,0.0004306569171603769
35,0.00024009999469853938,0.0003000961150974035,0.00019390210218261927,0.00034560784115456045,0.015503117814660072,32.10676574707031,0.9427967071533203,0.00036402541445568204,0.00021681562066078186,0.0004271153302397579
36,0.00024009999469853938,0.00029288840596564114,0.00018960711895488203,0.00033715181052684784,0.015292431227862835,32.18145751953125,0.943217396736145,0.00036380847450345755,0.00021281105000525713,0.00042852162732742727
37,0.00024009999469853938,0.00028554920572787523,0.00018444366287440062,0.00032888015266507864,0.015130393207073212,32.2536506652832,0.9437636137008667,0.00036314368480816483,0.00021218415349721909,0.00042784062679857016
38,0.00024009999469853938,0.00027954764664173126,0.00018182284838985652,0.00032142968848347664,0.014947167597711086,32.31439208984375,0.9442019462585449,0.0003661559312604368,0.00021537643624469638,0.00043077568989247084
39,0.00024009999469853938,0.00027282696100883186,0.0001774184638634324,0.0003137163002975285,0.014966444112360477,32.319847106933594,0.9444313049316406,0.0003663686802610755,0.00021472536900546402,0.0004313586396165192
40,0.00016806999337859452,0.00028288166504353285,0.00018981072935275733,0.00032276922138407826,0.014079115353524685,32.668678283691406,0.9471286535263062,0.00036681618075817823,0.00021467148326337337,0.00043202104279771447
41,0.00016806999337859452,0.0002775534230750054,0.00018661799549590796,0.0003165257512591779,0.014041784219443798,32.684078216552734,0.9474513530731201,0.0003809593035839498,0.0002273217833135277,0.0004468039551284164
42,0.00016806999337859452,0.0002716689486987889,0.0001830862311180681,0.00030963297467678785,0.014012129046022892,32.69591522216797,0.9475259780883789,0.0003844853490591049,0.0002303268265677616,0.00045055331429466605
43,0.00016806999337859452,0.0002670132671482861,0.00018049437494482845,0.00030409282771870494,0.013829744420945644,32.79158020019531,0.9481534361839294,0.00038168634637258947,0.00022597814677283168,0.0004484184319153428
44,0.00016806999337859452,0.00026306926156394184,0.00017856711929198354,0.00029928446747362614,0.013781114481389523,32.81855010986328,0.9484190344810486,0.00038098194636404514,0.00022566586267203093,0.0004475459863897413
45,0.00016806999337859452,0.0002585107577033341,0.00017561785352881998,0.0002940362901426852,0.013572745025157928,32.92840576171875,0.9491409063339233,0.00037288013845682144,0.00021655901218764484,0.00043987491517327726
46,0.00011764899682020769,0.0002658449811860919,0.00017850245058070868,0.00030327751301229,0.013311196118593216,32.98762893676758,0.9489887356758118,0.00038181940908543766,0.0002280247863382101,0.00044773140689358115
47,0.00011764899682020769,0.0002593891113065183,0.00017272934201173484,0.0002965290332213044,0.013203621841967106,33.04821014404297,0.9493207335472107,0.0003752540796995163,0.00021953198302071542,0.00044199213152751327
48,0.00011764899682020769,0.0002542480069678277,0.00016993508324958384,0.0002903821296058595,0.013100125826895237,33.12376022338867,0.9498105645179749,0.00036957376869395375,0.0002137035335181281,0.0004363753250800073
49,0.00011764899682020769,0.00024923068122006953,0.00016747109475545585,0.0002842704998329282,0.013036690652370453,33.17677688598633,0.9501854777336121,0.00036684449878521264,0.00021026206377428025,0.0004339512379374355
