epoch,learning_rate,loss,mae,psnr_metric,ssim_metric,val_loss,val_mae,val_psnr_metric,val_ssim_metric
25,0.0004900000058114529,0.00035709081566892564,0.011973495595157146,34.98274612426758,0.9547849893569946,0.0005635794368572533,0.013470616191625595,33.31471633911133,0.9459022283554077
26,0.0004900000058114529,0.0003565221559256315,0.012056292966008186,34.99704360961914,0.9551064968109131,0.0005393243627622724,0.012911771424114704,33.532257080078125,0.9467838406562805
27,0.0004900000058114529,0.0003532500413712114,0.012035241350531578,35.03082275390625,0.9554408192634583,0.0005436553619801998,0.012902205809950829,33.524662017822266,0.9470689296722412
28,0.0004900000058114529,0.000342342013027519,0.011746123433113098,35.1777229309082,0.9558436870574951,0.0005472474149428308,0.012787031009793282,33.51326370239258,0.946975827217102
29,0.0004900000058114529,0.00034475416759960353,0.01180512085556984,35.148284912109375,0.9556869268417358,0.0005660743336193264,0.012881189584732056,33.3911247253418,0.9458843469619751
30,0.0004900000058114529,0.0003489252121653408,0.012003352865576744,35.08506393432617,0.9559422731399536,0.0005851671448908746,0.013583457097411156,33.15864562988281,0.9455033540725708
31,0.0003429999924264848,0.00032969089807011187,0.011386679485440254,35.366703033447266,0.9566891193389893,0.0005400095251388848,0.012700111605226994,33.56248092651367,0.9471195936203003
32,0.0003429999924264848,0.00031688818125985563,0.011236262507736683,35.54668045043945,0.957685112953186,0.0005424445262178779,0.012689967639744282,33.56178665161133,0.9473727345466614
33,0.0003429999924264848,0.00031104206573218107,0.011198560707271099,35.63716506958008,0.9582626223564148,0.0005453365738503635,0.012624985538423061,33.528194427490234,0.9470378756523132
34,0.0003429999924264848,0.00030556556885130703,0.011107957921922207,35.72553634643555,0.9586681723594666,0.0005593186360783875,0.013070385903120041,33.386985778808594,0.9468536972999573
35,0.0003429999924264848,0.00030472324579022825,0.01113965269178152,35.736900329589844,0.9589271545410156,0.0005574377719312906,0.012919431552290916,33.40793228149414,0.9467628002166748
36,0.0003429999924264848,0.00030553978285752237,0.011181620880961418,35.72354507446289,0.9590139985084534,0.0005522376159206033,0.012810977175831795,33.441864013671875,0.9467955827713013
37,0.0003429999924264848,0.00031461555045098066,0.011403287760913372,35.60002899169922,0.9587298631668091,0.0005426979623734951,0.012667510658502579,33.5469970703125,0.9471458792686462
38,0.0003429999924264848,0.0003076335706282407,0.01114377286285162,35.69158935546875,0.9587774276733398,0.0005670969840139151,0.013390892185270786,33.31208801269531,0.9466556906700134
39,0.00024009999469853938,0.00030526614864356816,0.01098808366805315,35.739681243896484,0.9589192271232605,0.0005400606314651668,0.012473453767597675,33.592491149902344,0.9478617906570435
40,0.00024009999469853938,0.0002952924696728587,0.010887520387768745,35.8966064453125,0.9596878290176392,0.0005550255882553756,0.012622919864952564,33.4691276550293,0.9469496011734009
41,0.00024009999469853938,0.0002890550531446934,0.010829691775143147,36.001564025878906,0.9602010846138,0.0005622413009405136,0.012744609266519547,33.39585494995117,0.9465963244438171
42,0.00024009999469853938,0.00028542368090711534,0.010784738697111607,36.06459426879883,0.9605472087860107,0.0005720983608625829,0.012995853088796139,33.29582595825195,0.9462637305259705
43,0.00024009999469853938,0.00028454684070311487,0.010822262614965439,36.077491760253906,0.960780680179596,0.0005526223103515804,0.012545650824904442,33.478172302246094,0.9469351768493652
44,0.00024009999469853938,0.0002815767948050052,0.010728208348155022,36.13433837890625,0.9609783887863159,0.0005500212428160012,0.012520830146968365,33.50321578979492,0.9470846652984619
